序号,用户,id,点赞,时间,内容,label2
237,好正好好,1862523005,5,2020/8/6 7:00,唉 被删了 什么都没了        ,
238,好正好好,1862523005,2,2020/4/12 16:05,也不知道什么时候能开学，好怕影响毕业呀[并不简单]        ,
239,z小姐失眠中,1864791963,7,2020/3/19 21:47,李文亮师兄，你对调查结果还满意吗？我是不满意的，如果道歉有用的话那还要警察做什么？        ,
240,xu咣叽,1865513051,2,4月16日 14:13,行外人训诫专业人士，你那不专业        ,
241,周小护士是superwoman,1869806763,4,2020/8/30 17:36,李老师，这次新疆疫情我又去抗疫了，什么时候才是个头啊        ,
242,周小护士是superwoman,1869806763,3,2020/4/4 15:13,我记得二月份被抽调到医院来护理新冠，那会医务人员还能回家，我下班以后走在大街上，两边都是停下的车辆，路上没有一个行人，路灯依然亮着，整个城市犹如死城一般，走着走着我就哭了，看不到人间烟火气居然这么恐怖，现在恢复正常，又来来往往的车辆，真的很好很好        ,
243,Athena_xxL,1874217011,3,8月10日 01:29,病毒在疯狂的变异🧬 你应该很懂这些专业知识&nbsp;&nbsp;防疫 抗疫 带着口罩生活 多久会结束呢        ,
244,是张大千,1877088975,0,2020/4/11 0:50,晚安        ,
245,是张大千,1877088975,11,2020/4/9 1:27,李医生，几天没来了，武汉解封了，前几天干下单买了几包热干面，我想去武汉吃热干面小龙虾，您在天堂好好保重，晚安        ,
246,是张大千,1877088975,2,2020/4/4 0:50,李医生，晚安        ,
247,是张大千,1877088975,10,2020/3/31 22:30,李医生，今天看了新闻四川西昌大火牺牲了19位消防员，我当场就哭了，我们不热爱生活不懂得感恩怎么对得起为我们负重前行的人们        ,
248,是张大千,1877088975,0,2020/3/31 0:12,李医生，最近都在求职，我会好好调整自己的，加油，晚安        ,
249,是张大千,1877088975,13,2020/3/28 18:32,李医生，武汉重启了，好感动，你在天堂看见吗？        ,
250,是张大千,1877088975,1,2020/3/28 2:26,晚安        ,
251,是张大千,1877088975,5,2020/3/25 23:58,李医生，今天的我有点受挫，偷偷的哭了一顿，明天开始重新出发，晚安        ,
252,是张大千,1877088975,4,2020/3/24 22:58,李医生，武汉快解封了        ,
253,是张大千,1877088975,4,2020/3/24 0:58,李医生，今天分享给您的电影是《霸王别姬》，，这是我一直以来不敢看的电影，晚安。        ,
254,是张大千,1877088975,0,2020/3/23 0:16,李医生，今天广州像夏天一样，要穿短袖露腿啦，不过☀️阳光超级好，晚安。        ,
255,是张大千,1877088975,3,2020/3/22 0:08,李医生，晚安，但我还要看一会书再睡        ,
256,是张大千,1877088975,3,2020/3/21 14:52,李医生，周末愉快        ,
257,是张大千,1877088975,1,2020/3/21 0:07,晚安        ,
258,是张大千,1877088975,1,2020/3/20 0:07,李医生，今天听到关于您的好消息，我知道大家肯定会来这里告诉您的，我会加油的，不负岁月，晚安。        ,
259,是张大千,1877088975,1,2020/3/19 10:08,李医生早呀，今天外面下雨🌧️了        ,
260,是张大千,1877088975,3,2020/3/19 0:59,李医生，今天的我特别容易被感动，晚安啦        ,
261,是张大千,1877088975,3,2020/3/18 8:51,李医生，早上好呀，今天起来天黑黑的感觉要下暴雨，碰巧今天有个面试，不过没关系啦暴风雨而已一下子就会雨过天晴的        ,
262,是张大千,1877088975,2,2020/3/17 22:45,李医生，今天看到各省医疗队陆续撤离武汉的报道，真的好感动，多希望你能见到这一幕。        ,
263,是张大千,1877088975,6,2020/3/17 8:58,李医生早上好，今天有点灰霾，空气还有点潮湿        ,
264,是张大千,1877088975,4,2020/3/16 20:10,李医生，今天看了《三体》，我是个宇宙迷，不知道医生是否也相信有外星文明的存在        ,
265,是张大千,1877088975,1,2020/3/16 10:13,李医生早呀，今天下午我有个面试，开心又紧张        ,
266,是张大千,1877088975,1,2020/3/16 0:07,李医生，晚安💤        ,
267,是张大千,1877088975,2,2020/3/15 14:06,李老师，今年的花开得很好         ,
268,双木木木木Rin,1891728507,2,2020/12/30 23:47,明天连着考试和汇报，每年一起跨年的朋友今年因为疫情和我异地了，喜欢的cp今年也不合体。有些难过，希望明年会好。        ,
269,一匹饿急的狼,1897413284,8,2020/5/13 21:11,在知乎现在所有李文亮的文章都是关闭评论的[允悲]，渣浪也快了。        ,
270,凯怡走吧,1909577667,0,2020/12/31 9:14,李医生我们老师记得你        ,
271,狂风吹裤裆你说凉不凉,1910696901,0,2020/12/30 8:18,李老师，谢谢！        ,
272,陪着铁蛋一起长大,1916968447,2,7月22日 09:01,我来看您了，老师刚上课还谈到您，缅怀。大雨停停吧，南京尽快平静下来吧！        ,
273,Miki-朵朵,1932388941,0,7月26日 10:10,早上好李医生，天灾+病毒，感觉未来好难呀~不过，加油！        ,
274,Miki-朵朵,1932388941,12,1月13日 16:04,李医生，最近看了很多河北疫情的新闻，常常想到当初你们能警示是多么专业且多么负责的一群人。李医生，天堂里好好休息，时间真快呀！        ,
275,Miki-朵朵,1932388941,0,2020/12/30 13:55,李医生，一年了！希望今年大家能顺顺利利平平安安的过个年。感谢你为大家做的。        ,
276,芯福一生的王Sir,1938839905,0,2020/12/7 22:24,最近很累，学校太多事了，班主任，两个教学班，备课组长，还有支教任务，还有一个省课题要做！李医生，你觉得我应该怎么办？真的好累！你那边累吗？        ,
277,里克2011,1941896292,3,2020/3/23 17:04,今天温州阴冷，孩子们快要开学，有点担心。李医生好好保重。        ,
278,Philo麥麥,1959284575,2,2020/9/8 14:59,李医生 那边天气好吗？今天大晴天，谢谢你学长！        ,
279,小妖媳,1963040485,10,2020/9/9 1:10,每日问自己，接过都哨子是不是还在，感谢你让我学会了发声。愿在天堂安好，愿家人平安[蜡烛]        ,
280,幸运扌口扌,1988467973,4,1月7日 01:03,李老师您好，请允许我这么叫你～，想到给您留言，是想对自己说：也要像你一样，像那些在自己岗位上踏踏实实的工作的人一样，一点点把自己的事情做好，相信期望实现的一定能够实现        ,
281,漫游ER,1990089507,13,2020/3/21 19:33,这是一个需要你这样的医生却被不允许有你这样的医生的年代。        ,
282,漫游ER,1990089507,12,2020/3/20 17:29,调查结果姗姗来迟，但我们早就不等待了，因为，你曾经说过，只有“一种”声音。欣慰的是你并没有离我们而去，只是去了一个允许有不同声音的世界。        ,
283,漫游ER,1990089507,21,2020/3/18 12:39,网上有文章报道：蔡莉被调查。蔡莉你一定认识，至于调查结果是什么，其实对我们来讲已经不重要了。就像对你相关事情的调查结果，我们心里早有答案。        ,
284,漫游ER,1990089507,6,2020/3/14 23:01,只是想到这里来看看你，因为，我知道你也一直在看着，训诫你的人何时被训诫。        ,
285,齐天大圣二师兄_,2013588335,0,2020/9/9 13:14,学校都开学了        ,
286,鱼丸籽儿,2016872914,1,2020/11/17 23:59,身边的都在怕你进步，怕你会摆脱了他们的束缚和枷锁。。。。。。愿各位皆可展开双臂，自由翱翔。        ,
287,鱼丸籽儿,2016872914,0,2020/11/17 23:55,人的一生真的很难，难得让人窒息。我生活在一个4线城市，名校毕业后选择回家，但是那种光环给予不了你任何东西，更准确的说会成为你的枷锁。努力工作，创造价值更成为一些阻挡你前进人对你的束缚。调转工作4个月，层层关卡为你设置，因为关系和人没在一起，所以晋级更是夜谈，种种的一切都让我觉得好累        ,
288,Just木瓜,2026693332,2,2020/9/8 18:43,辞职四个月了，没有选对一个好专业，现在30岁要重头再来了，加油！我还年轻！        ,
289,Adele911张小槑,2030806295,6,2020/3/28 11:14,每次看完你这篇文章还是泪流满面，虽然过去了很久，虽然看了很多次，心痛。        ,
290,Adele911张小槑,2030806295,8,2020/3/28 11:13,文亮兄，我很难过，因为和你一样，我也不想张嘴是为了当哑巴。        ,
291,Adele911张小槑,2030806295,3,2020/3/27 20:24,看着心里好难受。其实这一年也觉得世界对自己不公，但想想你我觉得都还好吧，没什么大不了的，都会过去。天灾就算我们没办法躲过最起码少出点人祸。希望以后更少的是人为的牺牲品。        ,
292,半-糖,2037094900,0,2020/4/15 23:06,我今天还有两个片子要剪辑，明天要交作业。        ,
293,嘭嚓啁啾,2040782707,0,2月26日 03:26,今天是元宵节啦李老师        ,
294,娜蓝飘雪1982,2045685881,1,2020/12/22 22:02,晚安老李！年底了各种累下，生活不就是这样嘛，累就对了！        ,
295,娜蓝飘雪1982,2045685881,7,2020/11/6 20:35,李医生你好！好焦虑的一天，工作岗位要变化，孩子老师打电话说孩子考试考的不好，晚饭没吃，压抑的心情无处释放！        ,
296,娜蓝飘雪1982,2045685881,2,2020/10/22 20:49,老李！有时候很委屈，做了很多还是费力不讨好的事，没人理解，为了孩子我还是要努力生活！        ,
297,娜蓝飘雪1982,2045685881,3,2020/9/30 21:12,老李！明天就是十一小长假了，可是我还得工作，为了生活，希望自己越来越好吧！        ,
298,娜蓝飘雪1982,2045685881,6,2020/9/21 22:28,今天加班了九点多回来的，一件小事没办好回家崩溃到哭…        ,
299,娜蓝飘雪1982,2045685881,2,2020/9/20 23:06,老李：今天家里给我打电话，让我瞬间喘不过气来，可是我还得咬咬牙去面对！加油！        ,
300,娜蓝飘雪1982,2045685881,2,2020/9/17 23:02,李医生你好啊！一周没来报道了，我跟闺蜜出去玩了，晚上才到家，晚安[月亮]        ,
301,娜蓝飘雪1982,2045685881,7,2020/9/11 22:54,老李今天回来晚了，忙了一天，车被撞了对方逃逸，楼下的干洗店也关店了，充值的卡也损失了…每天都是这些鸡零狗碎的事，睡了晚安[月亮]        ,
302,娜蓝飘雪1982,2045685881,2,2020/9/9 22:11,李医生来看看你，今天下了一天的雨……        ,
303,娜蓝飘雪1982,2045685881,0,2020/9/6 21:39,李医生晚安了，今天休息还是忙了一天[月亮]        ,
304,娜蓝飘雪1982,2045685881,2,2020/9/4 22:51,又是忙碌的一天，刚刚回来，晚安[月亮]        ,
305,娜蓝飘雪1982,2045685881,0,2020/9/3 22:19,下了一天的雨，感觉很疲惫，希望疲惫的生活里，有个温柔的梦！晚安李医生[月亮]        ,
306,娜蓝飘雪1982,2045685881,0,2020/9/1 22:30,李医生：忙了一天，这一款安静了，来看看你。安好！        ,
307,娜蓝飘雪1982,2045685881,0,2020/8/31 22:28,忙了一天琐事，才到家。坐下来这一刻才属于我，过来看看你，希望你在那边一切安好🙏        ,
308,娜蓝飘雪1982,2045685881,2,2020/8/29 22:30,李医生来看看你！祝你在那边一切安好🙏        ,
309,娜蓝飘雪1982,2045685881,0,2020/8/18 23:20,晚安李医生[月亮]        ,
310,娜蓝飘雪1982,2045685881,0,2020/8/17 23:38,晚安李医生[月亮]        ,
311,最喜欢的藏蓝色,2047704784,8,2020/3/15 21:27,最近的的网课，老师再次提到你，希望你永远被人铭记        ,
312,摄影师颜长江,2049203653,1,2020/5/6 0:23,孩子眼睑散立肿，李学弟能不能托梦一看？        ,
313,Max不吃肥肉呀,2099015765,18,2020/9/13 14:56,我们前天看了表彰大会，我问语文老师为什么没有你，她的意思是你做的事情的重要程度没有这些人高，我和她辩论了一番，她说我愤青……操他妈的，愤青就愤青吧，我就是这样的人        ,
314,猪不是我_我不是猪,2116828123,2,2020/3/19 19:51,学霸小哥哥，正义迟到了，愿你爱的人今后顺顺利利        ,
315,张小雄OoO,2116829201,4,2020/9/9 20:09,今天钟老已经回学校了，疫情被你们战胜了        ,
316,风轻轻掠过_,2119842037,0,4月4日 09:37,[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][伤心][伤心][伤心][伤心][伤心][伤心]        ,
317,风轻轻掠过_,2119842037,9,4月4日 09:36,令当局没想到的是，这场瘟疫不是说不承认就可以掩盖下去的！[弱][弱][弱]        ,
318,风轻轻掠过_,2119842037,0,4月4日 08:56,//:关注你是去年，再看这篇文章心里只有难过哀伤[伤心][伤心][伤心][伤心][伤心][伤心]，        ,
319,风轻轻掠过_,2119842037,0,4月4日 08:55,关注你是去年，再看这篇文章心里只有难过哀伤[伤心][伤心][伤心][伤心][伤心][伤心]，        ,
320,风轻轻掠过_,2119842037,0,2020/2/7 3:10,[泪][泪][泪][泪][泪][泪]        ,
321,冰矿石,2133352452,0,2020/10/14 15:00,生日快乐，很多文章都404了        ,
322,约我以礼呀,2144070092,7,7月11日 23:42,李医生，好像成年人的生活一直都很难，四年警校，现在终于要毕业了，也感觉压力和迷茫扑面而来，不管怎么样，就像我的个性签名一样，不要害怕遥远的未来，加油吧，生活就是不断的克服困难，不断的向前        ,
323,Little_qun,2148381332,1,2020/12/30 23:50,我也当李医生是英雄，我也骂过训诫李医生的相关政府机构。但是，因为一些居心不良的人一再的拿李医生做文章来攻击整个中国，逼得有些人做出了反击。真正不把李医生当英雄的正是这些吃人血馒头的。理智的爱国现在往往都被逼成“极左”        ,
324,高大美丽的树木,2153224370,2,2020/6/12 10:21,泪目了。李师兄，你今天当父亲了。        ,
325,喵爪噜噜,2154870812,1,2020/4/4 9:05,[蜡烛][蜡烛][蜡烛]希望这社会能真的有所改变        ,
326,喵爪噜噜,2154870812,5,2020/3/31 22:15,李医生，湖北刚治愈的肺炎病人又对医生举起了拳头，你作何感想？我想问问这世上为什么这么多自私自利，不遵守规则的人呢？这人间值得，但医学救不了所有人。        ,
327,喵爪噜噜,2154870812,7,2020/3/27 11:48,航线压缩，外国人不让进了，上海压力太大了，我们还在坚守，所幸的事输入的暂时没有危重症，一定会有胜利那一天        ,
328,米阿921,2180522802,1,2020/12/30 13:28,李老师。祝好。不管在哪里。        ,
329,巴斯光年terry,2199235725,5,2月24日 11:14,李医生，今天我们开学，虽然很不想开学，但是只能硬着头皮冲，希望这学期学飞能顺利一点，师父对我好一点        ,
