用户,id,点赞,时间,内容,label2
Ashelyxiao,1676659121,0,5月24日 23:14,最近总爱哭，不知道是不是抑郁了，泪点低。对一些小事也总是斤斤计较，曾经觉得自己很坚强，现在却活得像个易碎品。袁老走了，看到遍地花海，想起了你。看到悼念袁老的视频就忍不住爆哭，我对孩子说你一定要做自己喜欢的事啊，妈妈想做自己喜欢的事。感觉一个时代在离我远去，明天会好吗？        ,0
B9621,5892788169,2,8月17日 17:42,医生，医患关系真的难搞，学了医发现得到的是不尊重（极少），但一旦有真的很无理取闹，并没有电视上说的那么好[泪]，要去学法了，保护自己，实在不行就跑，生命比较重要，唉        ,0
B9621,5892788169,1,8月16日 22:44,唉，家庭压力也好大，为什么大的就要给弟弟妹妹钱呢，工资一个月就那么两千唉………        ,0
B9621,5892788169,0,8月15日 21:57,晚安啊，勿忘国耻，振兴中华，希望上班的日子快点过去，        ,0
B9621,5892788169,0,8月12日 22:31,晚安啊，希望我们都能被温柔以待吧        ,0
B9621,5892788169,0,8月11日 22:05,长斑是什么原因引起的呢        ,0
B9621,5892788169,1,8月10日 22:19,晚安        ,0
B9621,5892788169,2,8月10日 22:19,好久不来了，工作之后真的好累啊，越来越体会到社会很单纯复杂的是人心了[裂开]        ,0
B9621,5892788169,0,8月3日 22:24,林生斌这事件水好深啊，居然还没落网        ,0
B9621,5892788169,0,8月3日 22:20,晚安啦        ,0
B9621,5892788169,0,8月1日 22:08,晚安啊        ,0
B9621,5892788169,1,7月31日 22:04,晚安啊        ,0
B9621,5892788169,2,7月30日 22:51,晚安啊，成年人真的好难啊，        ,0
B9621,5892788169,0,7月29日 22:28,晚安啊，国家队就是最棒的！        ,0
B9621,5892788169,0,7月27日 22:19,晚安晚安晚安        ,0
B9621,5892788169,2,7月25日 22:05,晚安啊，六金了，中国队yyds        ,0
B9621,5892788169,1,7月22日 22:55,晚安啊，希望快点停雨        ,0
B9621,5892788169,0,7月21日 22:07,晚安了        ,0
B9621,5892788169,3,7月21日 22:07,医生啊，保佑那个拜拜小姐姐的案件能重视吧！这个社会对女孩子还是很不友好啊[伤心]，女孩子的刑事案件一直被压，而一点点明星的事都能上热搜，不知道是社会对女孩子不好还是上级领导，快点把这些案件重视起来吧        ,0
B9621,5892788169,0,7月19日 20:58,成年人的崩溃就在一瞬间，不知道为什么崩溃，就是想哭，但又总能自愈。这样因果循环，是不是病了呢        ,0
B9621,5892788169,0,7月18日 22:30,晚安啊        ,0
B9621,5892788169,1,7月18日 22:29,生老病死真的好残忍啊，特别是相对本就不富裕的家庭，        ,0
B9621,5892788169,0,7月16日 22:48,晚安晚安啊        ,0
B9621,5892788169,0,7月15日 22:11,晚安啊        ,0
B9621,5892788169,1,7月13日 22:21,晚安啊        ,0
B9621,5892788169,1,7月12日 13:01,学历真的好重要啊，去哪都是先有学历，才看能力        ,0
B9621,5892788169,0,7月11日 23:19,这个夏天想瘦到88斤        ,0
B9621,5892788169,0,7月11日 23:18,晚安啊，希望我们都能保持快乐        ,0
B9621,5892788169,2,7月8日 23:01,医生，18的时候你应该也关注了林生斌事件吧，希望他能得到他应有的惩罚        ,0
B9621,5892788169,0,7月7日 22:47,明天又是打疫苗的一天，晚安晚安        ,0
B9621,5892788169,0,7月7日 22:47,医生，晚安，拼多多互助好假，再也不相信了        ,0
B9621,5892788169,0,7月3日 22:12,晚安，明天又要加班打疫苗，希望明天人数够        ,0
B9621,5892788169,2,6月29日 15:00,工作真的好难做啊，特别是打疫苗，太无语了        ,0
B9621,5892788169,1,6月28日 22:41,晚安啊，工作真的好难啊，希望明天工作一切顺利        ,0
B9621,5892788169,1,6月27日 02:38,晚安，今天加班打了疫苗。希望病毒早点离开        ,0
B9621,5892788169,0,6月23日 23:40,晚安啊，学好ps是今年要完成的！        ,0
B9621,5892788169,1,6月22日 08:17,有点难过😔，和小伙伴一起考专升本的，结果他们都考上了，只能怪自己不努力了，医生，你说以后会更好吗        ,0
B9621,5892788169,0,6月20日 22:33,晚安，李医生，广西真的好热啊，快点开场暴雨吧        ,0
B9621,5892788169,0,6月16日 22:36,医生，晚安，珍惜当下，想做什么就大胆去做        ,0
B9621,5892788169,1,6月15日 22:59,医生，晚安啊        ,0
B9621,5892788169,0,6月15日 15:36,医生，今天抢到了个兼职，结果说不符合[伤心]        ,0
B9621,5892788169,0,6月14日 22:28,晚安了，睡一觉就好了        ,0
B9621,5892788169,1,6月14日 22:28,可能真的是水逆吧！居然开个门都能把脚指甲弄断[伤心]        ,0
B9621,5892788169,0,6月13日 22:40,明天就节日了，祝你安康啊        ,0
B9621,5892788169,0,6月10日 22:17,一切都会朝着方向去前进，越来越好啊        ,0
B9621,5892788169,0,6月10日 22:17,好想快点考到证啊        ,0
B9621,5892788169,0,6月10日 22:17,晚安啊，好久不见        ,0
B9621,5892788169,0,6月3日 00:59,明天又打疫苗了，希望他们态度能好点吧        ,0
B9621,5892788169,0,6月2日 11:37,好久不见啊，还是很多烦恼        ,0
B9621,5892788169,0,5月20日 22:30,未来可期吧        ,0
B9621,5892788169,1,5月11日 22:30,晚安        ,0
B9621,5892788169,1,5月6日 23:55,李医生，好久不来了，跟你说个好消息，就是我专升本的文化分过线了，但是我还是要考专业课，然后我现在已经上了一天班就只想着赚钱，没有那么重视专业课了，你说我赚钱，还是考专业课吗？好难啊，        ,0
B9621,5892788169,0,4月30日 00:43,晚安        ,0
B9621,5892788169,0,4月26日 23:22,医生晚安啊，快出成绩了有点慌        ,0
B9621,5892788169,1,4月18日 00:58,晚安啊        ,0
B9621,5892788169,1,4月18日 00:58,好难啊，努力了也没得到回报        ,0
B9621,5892788169,1,4月18日 00:57,今天专升本考试感觉已经凉凉了[裂开]        ,0
B9621,5892788169,0,4月15日 02:07,晚安啊。还有两天就考试了祝我好运啊        ,0
B9621,5892788169,0,4月12日 00:04,晚安啊        ,0
B9621,5892788169,0,4月12日 00:03,快考试了，但现在做题还是好差啊，希望那天运气有点吧，争取上岸        ,0
B9621,5892788169,1,4月9日 22:05,医生晚上好啊，今天去拨了智齿，居然没有肿[嘻嘻]，我可能就是万千宠爱的吧[太阳]，朋友考试不理想送了一束花，果然女孩子的快乐好容易满足啊，见花如面🌻🌻🌻        ,0
B9621,5892788169,1,4月9日 01:00,医生晚安啊！唉牙齿痛好痛苦啊        ,0
B9621,5892788169,0,4月2日 08:22,希望努力会有收获吧        ,0
B9621,5892788169,0,4月2日 08:22,早啊        ,0
B9621,5892788169,1,3月23日 00:06,晚安啊，高数好难，希望能上岸        ,0
B9621,5892788169,1,3月11日 00:43,好久不来了，晚安啊！有点不想接受平庸的自己又不努力…希望一切好运吧        ,0
B9621,5892788169,0,2月26日 23:44,节日快乐啊        ,0
B9621,5892788169,0,2月23日 22:38,晚安啊        ,0
B9621,5892788169,4,2月19日 23:33,原来在我们觉得盛世平安的时代下，还有这么多危险性，唯一庆幸生活在中国，中国真的太好了！致敬所有“舍小家，为大家”的英雄们，医生，军人真的神圣又伟大。愿我们的祖国越来越好        ,0
B9621,5892788169,0,2月12日 02:47,新年快乐啊晚安        ,0
Babyface998,1800261431,1,8月13日 02:22,李医生 明天我就科三考试了，希望能过。        ,0
Bill-油腻大叔,5051369970,1,今天 10:43,医师节快乐，想起一句话“乔峰，你是契丹人！”        ,0
Bill-油腻大叔,5051369970,7,8月16日 09:11,当离退休的老人在朋友圈转发点赞张宏文或者假借张宏文招牌的文章时候；就有人开始黑张宏文医生了。～我们的国家是靠着医生、教员立国的，即使今天，仍然需要持续的唤醒民心和民智[蜡烛]        ,0
Bill-油腻大叔,5051369970,1,8月16日 09:07,种植鸦片的阿富汗天怒人怨换班了，江苏疫情开始缓解了[蜡烛]        ,0
Bill-油腻大叔,5051369970,0,8月3日 10:13,南京又是一波疫情，家人都打了疫苗，报平安        ,0
Bill-油腻大叔,5051369970,1,7月31日 18:11,[蜡烛]转来看看，司马3忌被宣判了。无为李爷也翻车了。        ,0
Bill-油腻大叔,5051369970,3,6月16日 09:16,2021年6月15日广州二次疫情清零         ,0
Bill-油腻大叔,5051369970,1,6月7日 13:43,2021年6月6日，广州在高考做完了1800余万份的全员核酸检测，6月7日高考。 ～孙中山是医生出身，毛主席是教员出身。        ,0
Bill-油腻大叔,5051369970,3,5月22日 20:28,2021年5月22日，杂交水稻之父袁隆平院士逝世         ,0
Bill-油腻大叔,5051369970,0,4月25日 20:45,李医生好，上周去打了疫苗第一针，免费。        ,0
Bill-油腻大叔,5051369970,0,4月15日 09:55,过来看看        ,0
Bill-油腻大叔,5051369970,1,2月17日 19:12,春节快乐，明天要上班了        ,0
Bjdksm,7395899244,1,8月2日 21:32,唉，离理想的学校差四分，挺难受的……        ,1
Bjdksm,7395899244,3,7月16日 23:59,李医生啊啊啊啊啊明天中考成绩出来我好慌啊啊啊啊啊啊啊啊啊啊一定要上690分，一定要考上瑞泉中学[泪][泪][泪][泪][泪]        ,1
Bjdksm,7395899244,1,3月29日 20:09,李医生，我可以的！        ,1
Bjdksm,7395899244,1,3月17日 21:19,李医生我想我还有梦吧。        ,1
Bjdksm,7395899244,1,3月16日 22:03,又想起一年前我们度过的那段艰难岁月了        ,1
Bjdksm,7395899244,0,3月13日 10:45,早上好        ,1
Bjdksm,7395899244,1,3月6日 10:07,[蜡烛]        ,1
Bjdksm,7395899244,1,2月25日 20:29,想看庆余年二了        ,1
Bjdksm,7395899244,0,2月13日 16:43,新年快乐        ,1
bling酒酒,1275588357,0,8月9日 21:10,发生了好多事，疫情又严重了，奥运会我们的成绩很好，国外的山火，全世界旧轮胎墓地着火了，大象回家了，不知道以后会怎么样，地球从来不需要我们拯救，我们是拯救自己，希望大家保护好环境。好怕没来得及看看这个世界的景色。就被人类弄的千疮百孔，        ,0
bling酒酒,1275588357,0,7月23日 17:12,李医生愿安好        ,0
bling酒酒,1275588357,0,6月13日 21:46,庆余年2要拍了        ,0
bling酒酒,1275588357,0,6月12日 14:34,端午了，记得吃粽子        ,0
bling酒酒,1275588357,0,6月4日 22:35,晚安💤        ,0
bling酒酒,1275588357,0,5月31日 22:18,真快呀，明天六一了        ,0
bling酒酒,1275588357,0,5月13日 23:54,失眠的夜&nbsp;&nbsp;&nbsp;晚安        ,0
bling酒酒,1275588357,0,5月11日 20:36,一定会越来越好[微风]        ,0
bling酒酒,1275588357,0,4月5日 17:07,🙏        ,0
bling酒酒,1275588357,1,4月2日 22:42,晚安&nbsp;&nbsp;李医生        ,0
bling酒酒,1275588357,0,3月30日 17:07,春暖花开，我们会越来越好        ,0
bling酒酒,1275588357,0,3月19日 16:31,下雨了        ,0
bling酒酒,1275588357,0,2月18日 18:00,愿健康平安安稳的度过一生        ,0
Blueming-T,6748379719,1,7月19日 16:32,我今年考研了，祝我一切顺利，一战上岸        ,1
Blueming-T,6748379719,2,5月12日 08:31,今天512，又是512，我们不会忘记，我们也不会忘记你        ,1
Blueming-T,6748379719,0,4月14日 23:54,我好想在毕业之前瘦下来，然后拍美美的毕业照啊        ,1
Blueming-T,6748379719,0,4月14日 23:54,今天我又吃多了        ,1
Blueming-T,6748379719,2,4月4日 10:42,清明安好，文亮医生[蜡烛][蜡烛]        ,1
Blueming-T,6748379719,0,2月12日 23:50,忘了和您说新年快乐，赶紧补一下        ,1
Blueming-T,6748379719,0,2月12日 23:49,牛年好啊        ,1
Blueming-T,6748379719,0,2月12日 23:49,新年快乐！！        ,1
bulingbulingyyyyi,5443718217,0,7月30日 10:30,李医生，算命的大师说我今年没有考试运，我真的考不上研了是吗        ,1
bulingbulingyyyyi,5443718217,0,7月14日 02:04,唉好累啊李医生 好像我来你这都是说些负能量的 要么就是抱怨 可是我最近真的真的没有开心的事情可以讲 好累        ,1
bulingbulingyyyyi,5443718217,0,4月21日 00:43,好像哭过之后 舒服多了        ,1
bulingbulingyyyyi,5443718217,1,4月21日 00:00,不行 我真的接受不了导师说我的论文是最差的 我今晚一定可以在睡觉前弄好的 真的好想大哭一场自己的生活一团糟        ,1
bulingbulingyyyyi,5443718217,2,4月20日 23:30,好累啊 论文老是被打回来修改 最近也老是生病 真的糟糕透顶        ,1
By会有钱,6126242696,1,8月18日 21:07,本来很期待的大学生活，现在好焦虑啊        ,1
By会有钱,6126242696,0,2月14日 01:14,新年快乐噢        ,1
c07sy,6420706118,0,7月23日 17:39,李医生，来看看你啦！最近我情绪好低落啊呜呜呜，考试也没考好[泪]        ,0
C-137星球人类改造计划,3534769300,4,7月21日 21:08,李医生，我不后悔学医，希望考上研以后能够像您一样，为社会为人民做些什么。        ,1
C-137星球人类改造计划,3534769300,0,7月21日 13:53,平平安安        ,1
camera966,3220510214,0,8月13日 08:48,老李啊，别人欢喜的七夕节，我一点也不喜欢        ,0
camera966,3220510214,0,8月3日 19:56,老李啊，我分手了，彻底的分了，工作也出脱了，感觉好失落，现在去学做蛋糕，觉得好卑微，好累啊，好想停下来歇一歇，        ,0
camera966,3220510214,1,7月31日 13:13,老李啊，我们这边疫情又严重了，大渡口有几个地方被封了，希望疫情快点过去，不想以后我们都伴随疫情生活，好想回到2018的时候        ,0
camera966,3220510214,3,7月30日 00:01,李医生，我好像病了，感觉喘不过气，最近工作也不顺利，辞职了，感情也是一塌糊涂，想出去散散心，可是疫情又爆发了，心里压的难受，好像有个人抱抱我[泪][泪]        ,0
Carmen安,5501120052,0,7月19日 09:37,李医生，早上好，我儿子马上就要上初二了，作为单亲妈妈的我忽然心里很慌张，不是感叹时间的飞逝，也不是感叹压力的巨大，就是觉得没着没落的……孩子班主任劝我再找一个，可是哪有那么容易啊，自己带孩子十四年了，早就把心里那扇门封死了        ,0
Carmen安,5501120052,0,6月25日 00:15,老李，我把我的幸福弄丢了……        ,0
cccycycy,1728521452,2,54分钟前,李医生，倒计时个位数了。每天看着这个倒计时无比的焦虑。备考了大半年，模拟题还是做的一塌糊涂。好想放弃，但是又不甘心。        ,0
cccycycy,1728521452,1,56分钟前,李医生，节日快乐呀        ,0
cccycycy,1728521452,0,7月25日 23:52,李医生，快考试了。但是进度还是很慢，不能合理保证60分呢。        ,0
cccycycy,1728521452,2,2月11日 19:47,李医生，今天是除夕，一年了。疫情还没有过去，但是大家的生活都恢复了正常。虽然还有反复，但每个人都从容的对待。今年很多人都不能回老家过年，不能与家人团聚。但是平安就好。来年大家都要更好        ,0
CHANGANNN-,6273414042,0,8月7日 03:20,立秋了        ,0
CHANGANNN-,6273414042,0,8月3日 20:16,李医生 晚上好        ,0
CHANGANNN-,6273414042,0,8月3日 10:48,李医生 早安。        ,0
CHANGANNN-,6273414042,1,8月3日 04:01,我们永远记得您 一切都会好起来的。        ,0
CHANGANNN-,6273414042,1,8月3日 03:34,时间过得好快啊 最近大家都在看奥运会 中国队拿到了很多好成绩 疫情又起来了。        ,0
CHANGANNN-,6273414042,0,8月3日 03:30,晚安        ,0
Chaojikaixinahahaha,7213824130,2,7月18日 20:05,李医生昨天去看中国医生了，很感谢你[泪]在准备考研，希望可以一站成硕        ,1
